# Results of applying herd to all litmus tests with "exists" conditions.
# 
# herd: 7.56+03, Rev: exported
# herd -model aarch64.cat TEST.litmus 
#
# Tests where "Always" or "Sometimes" with "exists" was observed are marked "Allow".
# Tests where "Never" with "exists" was observed are marked "Forbid".
# Tests where "Always" with "forall" was observed are marked "Allow".
# Tests where "Sometimes" or "Never" with "forall" was observed are marked "Forbid".
# 
# The tests where executed using runall-HERD7.py.
# Date: 230730-07:08

R+popl+dmb.syla Forbid
MP+po+dmb.sypa Allow
MP+po+dmb.syaa Allow
MP+popl+dmb.sypa Forbid
MP+popl+dmb.syaa Forbid
R+po+dmb.stpa Allow
R+po+dmb.stla Allow
R+popl+dmb.stpa Allow
R+popl+dmb.stla Forbid
MP+po+dmb.stpa Allow
MP+po+dmb.staa Allow
MP+popl+dmb.stpa Allow
MP+popl+dmb.staa Forbid
R+po+dmb.ldpa Allow
R+po+dmb.ldla Allow
R+popl+dmb.ldpa Allow
R+popl+dmb.ldla Forbid
MP+po+dmb.ldpa Allow
MP+po+dmb.ldaa Allow
MP+popl+dmb.ldpa Forbid
MP+popl+dmb.ldaa Forbid
R+polp+popa Allow
R+polp+pola Allow
R+poll+popa Allow
R+poll+pola Forbid
MP+polp+popa Allow
MP+polp+poaa Allow
MP+poll+popa Allow
MP+poll+poaa Forbid
R+polp+dmb.sypa Allow
R+polp+dmb.syla Allow
R+poll+dmb.sypa Forbid
R+poll+dmb.syla Forbid
MP+polp+dmb.sypa Allow
MP+polp+dmb.syaa Allow
MP+poll+dmb.sypa Forbid
MP+poll+dmb.syaa Forbid
R+polp+dmb.stpa Allow
R+polp+dmb.stla Allow
R+poll+dmb.stpa Allow
R+poll+dmb.stla Forbid
MP+polp+dmb.stpa Allow
MP+polp+dmb.staa Allow
MP+poll+dmb.stpa Allow
MP+poll+dmb.staa Forbid
R+polp+dmb.ldpa Allow
R+polp+dmb.ldla Allow
R+poll+dmb.ldpa Allow
R+poll+dmb.ldla Forbid
MP+polp+dmb.ldpa Allow
MP+polp+dmb.ldaa Allow
MP+poll+dmb.ldpa Forbid
MP+poll+dmb.ldaa Forbid
2+2W+polps Allow
2+2W+po+poll Allow
2+2W+polp+poll Allow
S+polp+po Allow
S+polp+poap Allow
S+poll+po Allow
S+poll+poap Forbid
2+2W+dmb.sy+polp Allow
2+2W+dmb.sylp+polp Allow
2+2W+dmb.sy+poll Forbid
2+2W+dmb.sylp+poll Forbid
S+polp+dmb.sy Allow
S+polp+dmb.syap Allow
S+poll+dmb.sy Forbid
S+poll+dmb.syap Forbid
2+2W+dmb.st+polp Allow
2+2W+dmb.stlp+polp Allow
2+2W+dmb.st+poll Forbid
2+2W+dmb.stlp+poll Forbid
S+polp+dmb.st Allow
S+polp+dmb.stap Allow
S+poll+dmb.st Allow
S+poll+dmb.stap Forbid
2+2W+dmb.ld+polp Allow
2+2W+dmb.ldlp+polp Allow
2+2W+dmb.ld+poll Allow
2+2W+dmb.ldlp+poll Allow
S+polp+dmb.ld Allow
S+polp+dmb.ldap Allow
S+poll+dmb.ld Forbid
S+poll+dmb.ldap Forbid
S+polp+data Allow
S+polp+dataap Allow
S+poll+data Forbid
S+poll+dataap Forbid
2+2W+popls Forbid
2+2W+popl+poll Forbid
S+po+popl Allow
S+po+poal Allow
S+popls Forbid
S+popl+poal Forbid
2+2W+dmb.sypl+po Allow
2+2W+dmb.syll+po Allow
2+2W+dmb.sypl+popl Forbid
2+2W+dmb.syll+popl Forbid
S+po+dmb.sypl Allow
S+po+dmb.syal Allow
S+popl+dmb.sypl Forbid
S+popl+dmb.syal Forbid
2+2W+dmb.stpl+po Allow
2+2W+dmb.stll+po Allow
2+2W+dmb.stpl+popl Forbid
2+2W+dmb.stll+popl Forbid
S+po+dmb.stpl Allow
S+po+dmb.stal Allow
S+popl+dmb.stpl Forbid
S+popl+dmb.stal Forbid
2+2W+dmb.ldpl+po Allow
2+2W+dmb.ldll+po Allow
2+2W+dmb.ldpl+popl Forbid
2+2W+dmb.ldll+popl Forbid
S+po+dmb.ldpl Allow
S+po+dmb.ldal Allow
S+popl+dmb.ldpl Forbid
S+popl+dmb.ldal Forbid
S+po+datapl Allow
S+po+dataal Allow
S+popl+datapl Forbid
S+popl+dataal Forbid
2+2W+polls Forbid
S+polp+popl Allow
S+polp+poal Allow
S+poll+popl Forbid
S+poll+poal Forbid
2+2W+dmb.sypl+polp Allow
2+2W+dmb.syll+polp Allow
2+2W+dmb.sypl+poll Forbid
2+2W+dmb.syll+poll Forbid
S+polp+dmb.sypl Allow
S+polp+dmb.syal Allow
S+poll+dmb.sypl Forbid
S+poll+dmb.syal Forbid
2+2W+dmb.stpl+polp Allow
2+2W+dmb.stll+polp Allow
2+2W+dmb.stpl+poll Forbid
2+2W+dmb.stll+poll Forbid
S+polp+dmb.stpl Allow
S+polp+dmb.stal Allow
S+poll+dmb.stpl Forbid
S+poll+dmb.stal Forbid
2+2W+dmb.ldpl+polp Allow
2+2W+dmb.ldll+polp Allow
2+2W+dmb.ldpl+poll Forbid
2+2W+dmb.ldll+poll Forbid
S+polp+dmb.ldpl Allow
S+polp+dmb.ldal Allow
S+poll+dmb.ldpl Forbid
S+poll+dmb.ldal Forbid
S+polp+datapl Allow
S+polp+dataal Allow
S+poll+datapl Forbid
S+poll+dataal Forbid
SB Allow
SB+po+polp Allow
SB+po+popa Allow
SB+popa+polp Allow
SB+dmb.sy+po Allow
SB+dmb.sylp+po Allow
SB+dmb.sy+popa Allow
SB+dmb.sylp+popa Allow
SB+dmb.st+po Allow
SB+dmb.stlp+po Allow
SB+dmb.st+popa Allow
SB+dmb.stlp+popa Allow
SB+dmb.ld+po Allow
SB+dmb.ldlp+po Allow
SB+dmb.ld+popa Allow
SB+dmb.ldlp+popa Allow
R+dmb.sy+po Allow
R+dmb.sylp+po Allow
R+dmb.sy+popa Allow
R+dmb.sylp+popa Allow
R+dmb.st+po Allow
R+dmb.stlp+po Allow
R+dmb.st+popa Allow
R+dmb.stlp+popa Allow
R+dmb.ld+po Allow
R+dmb.ldlp+po Allow
R+dmb.ld+popa Allow
R+dmb.ldlp+popa Allow
SB+polps Allow
SB+po+pola Allow
SB+polp+pola Allow
SB+dmb.sy+polp Allow
SB+dmb.sylp+polp Allow
SB+dmb.sy+pola Forbid
SB+dmb.sylp+pola Forbid
SB+dmb.st+polp Allow
SB+dmb.stlp+polp Allow
SB+dmb.st+pola Allow
SB+dmb.stlp+pola Allow
SB+dmb.ld+polp Allow
SB+dmb.ldlp+polp Allow
SB+dmb.ld+pola Allow
SB+dmb.ldlp+pola Allow
SB+popas Allow
SB+popa+pola Allow
SB+dmb.sypa+po Allow
SB+dmb.syla+po Allow
SB+dmb.sypa+popa Allow
SB+dmb.syla+popa Allow
SB+dmb.stpa+po Allow
SB+dmb.stla+po Allow
SB+dmb.stpa+popa Allow
SB+dmb.stla+popa Allow
SB+dmb.ldpa+po Allow
SB+dmb.ldla+po Allow
SB+dmb.ldpa+popa Allow
SB+dmb.ldla+popa Allow
SB+polas Forbid
SB+dmb.sypa+polp Allow
SB+dmb.syla+polp Allow
SB+dmb.sypa+pola Forbid
SB+dmb.syla+pola Forbid
SB+dmb.stpa+polp Allow
SB+dmb.stla+polp Allow
SB+dmb.stpa+pola Allow
SB+dmb.stla+pola Forbid
SB+dmb.ldpa+polp Allow
SB+dmb.ldla+polp Allow
SB+dmb.ldpa+pola Allow
SB+dmb.ldla+pola Forbid
R+dmb.sy+polp Allow
R+dmb.sylp+polp Allow
R+dmb.sy+pola Forbid
R+dmb.sylp+pola Forbid
R+dmb.st+polp Allow
R+dmb.stlp+polp Allow
R+dmb.st+pola Forbid
R+dmb.stlp+pola Forbid
R+dmb.ld+polp Allow
R+dmb.ldlp+polp Allow
R+dmb.ld+pola Allow
R+dmb.ldlp+pola Allow
R+dmb.sypl+po Allow
R+dmb.syll+po Allow
R+dmb.sypl+popa Allow
R+dmb.syll+popa Allow
R+dmb.stpl+po Allow
R+dmb.stll+po Allow
R+dmb.stpl+popa Allow
R+dmb.stll+popa Allow
R+dmb.ldpl+po Allow
R+dmb.ldll+po Allow
R+dmb.ldpl+popa Allow
R+dmb.ldll+popa Allow
R+dmb.sypl+polp Allow
R+dmb.syll+polp Allow
R+dmb.sypl+pola Forbid
R+dmb.syll+pola Forbid
R+dmb.stpl+polp Allow
R+dmb.stll+polp Allow
R+dmb.stpl+pola Forbid
R+dmb.stll+pola Forbid
R+dmb.ldpl+polp Allow
R+dmb.ldll+polp Allow
R+dmb.ldpl+pola Forbid
R+dmb.ldll+pola Forbid
LB Allow
LB+po+poap Allow
LB+po+popl Allow
LB+popl+poap Forbid
S+dmb.sy+po Allow
S+dmb.sylp+po Allow
S+dmb.sy+popl Forbid
S+dmb.sylp+popl Forbid
LB+dmb.sy+po Allow
LB+dmb.syap+po Allow
LB+dmb.sy+popl Forbid
LB+dmb.syap+popl Forbid
S+dmb.st+po Allow
S+dmb.stlp+po Allow
S+dmb.st+popl Forbid
S+dmb.stlp+popl Forbid
LB+dmb.st+po Allow
LB+dmb.stap+po Allow
LB+dmb.st+popl Allow
LB+dmb.stap+popl Forbid
S+dmb.ld+po Allow
S+dmb.ldlp+po Allow
S+dmb.ld+popl Allow
S+dmb.ldlp+popl Allow
LB+dmb.ld+po Allow
LB+dmb.ldap+po Allow
LB+dmb.ld+popl Forbid
LB+dmb.ldap+popl Forbid
LB+data+po Allow
LB+dataap+po Allow
LB+data+popl Forbid
LB+dataap+popl Forbid
LB+poaps Forbid
LB+po+poal Allow
LB+poap+poal Forbid
S+dmb.sy+poap Forbid
S+dmb.sylp+poap Forbid
S+dmb.sy+poal Forbid
S+dmb.sylp+poal Forbid
LB+dmb.sy+poap Forbid
LB+dmb.syap+poap Forbid
LB+dmb.sy+poal Forbid
LB+dmb.syap+poal Forbid
S+dmb.st+poap Forbid
S+dmb.stlp+poap Forbid
S+dmb.st+poal Forbid
S+dmb.stlp+poal Forbid
LB+dmb.st+poap Allow
LB+dmb.stap+poap Forbid
LB+dmb.st+poal Allow
LB+dmb.stap+poal Forbid
S+dmb.ld+poap Allow
S+dmb.ldlp+poap Allow
S+dmb.ld+poal Allow
S+dmb.ldlp+poal Allow
LB+dmb.ld+poap Forbid
LB+dmb.ldap+poap Forbid
LB+dmb.ld+poal Forbid
LB+dmb.ldap+poal Forbid
LB+data+poap Forbid
LB+dataap+poap Forbid
LB+data+poal Forbid
LB+dataap+poal Forbid
LB+popls Forbid
LB+popl+poal Forbid
S+dmb.sypl+po Allow
S+dmb.syll+po Allow
S+dmb.sypl+popl Forbid
S+dmb.syll+popl Forbid
LB+dmb.sypl+po Allow
LB+dmb.syal+po Allow
LB+dmb.sypl+popl Forbid
LB+dmb.syal+popl Forbid
S+dmb.stpl+po Allow
S+dmb.stll+po Allow
S+dmb.stpl+popl Forbid
S+dmb.stll+popl Forbid
LB+dmb.stpl+po Allow
LB+dmb.stal+po Allow
LB+dmb.stpl+popl Forbid
LB+dmb.stal+popl Forbid
S+dmb.ldpl+po Allow
S+dmb.ldll+po Allow
S+dmb.ldpl+popl Forbid
S+dmb.ldll+popl Forbid
LB+dmb.ldpl+po Allow
LB+dmb.ldal+po Allow
LB+dmb.ldpl+popl Forbid
LB+dmb.ldal+popl Forbid
LB+datapl+po Allow
LB+dataal+po Allow
LB+datapl+popl Forbid
LB+dataal+popl Forbid
LB+poals Forbid
S+dmb.sypl+poap Forbid
S+dmb.syll+poap Forbid
S+dmb.sypl+poal Forbid
S+dmb.syll+poal Forbid
LB+dmb.sypl+poap Forbid
LB+dmb.syal+poap Forbid
LB+dmb.sypl+poal Forbid
LB+dmb.syal+poal Forbid
S+dmb.stpl+poap Forbid
S+dmb.stll+poap Forbid
S+dmb.stpl+poal Forbid
S+dmb.stll+poal Forbid
LB+dmb.stpl+poap Forbid
LB+dmb.stal+poap Forbid
LB+dmb.stpl+poal Forbid
LB+dmb.stal+poal Forbid
S+dmb.ldpl+poap Forbid
S+dmb.ldll+poap Forbid
S+dmb.ldpl+poal Forbid
S+dmb.ldll+poal Forbid
LB+dmb.ldpl+poap Forbid
LB+dmb.ldal+poap Forbid
LB+dmb.ldpl+poal Forbid
LB+dmb.ldal+poal Forbid
LB+datapl+poap Forbid
LB+dataal+poap Forbid
LB+datapl+poal Forbid
LB+dataal+poal Forbid
MP+dmb.sy+po Allow
MP+dmb.sylp+po Allow
MP+dmb.sy+popa Allow
MP+dmb.sylp+popa Allow
MP+dmb.st+po Allow
MP+dmb.stlp+po Allow
MP+dmb.st+popa Allow
MP+dmb.stlp+popa Allow
MP+dmb.ld+po Allow
MP+dmb.ldlp+po Allow
MP+dmb.ld+popa Allow
MP+dmb.ldlp+popa Allow
MP+dmb.sy+poap Forbid
MP+dmb.sylp+poap Forbid
MP+dmb.sy+poaa Forbid
MP+dmb.sylp+poaa Forbid
MP+dmb.st+poap Forbid
MP+dmb.stlp+poap Forbid
MP+dmb.st+poaa Forbid
MP+dmb.stlp+poaa Forbid
MP+dmb.ld+poap Allow
MP+dmb.ldlp+poap Allow
MP+dmb.ld+poaa Allow
MP+dmb.ldlp+poaa Allow
MP+dmb.sypl+po Allow
MP+dmb.syll+po Allow
MP+dmb.sypl+popa Allow
MP+dmb.syll+popa Allow
MP+dmb.stpl+po Allow
MP+dmb.stll+po Allow
MP+dmb.stpl+popa Allow
MP+dmb.stll+popa Allow
MP+dmb.ldpl+po Allow
MP+dmb.ldll+po Allow
MP+dmb.ldpl+popa Allow
MP+dmb.ldll+popa Allow
MP+dmb.sypl+poap Forbid
MP+dmb.syll+poap Forbid
MP+dmb.sypl+poaa Forbid
MP+dmb.syll+poaa Forbid
MP+dmb.stpl+poap Forbid
MP+dmb.stll+poap Forbid
MP+dmb.stpl+poaa Forbid
MP+dmb.stll+poaa Forbid
MP+dmb.ldpl+poap Forbid
MP+dmb.ldll+poap Forbid
MP+dmb.ldpl+poaa Forbid
MP+dmb.ldll+poaa Forbid
R+dmb.sys Forbid
R+dmb.sy+dmb.sylp Forbid
R+dmb.sypl+dmb.sy Forbid
R+dmb.sypl+dmb.sylp Forbid
MP+dmb.sys Forbid
MP+dmb.sy+dmb.syap Forbid
MP+dmb.sypl+dmb.sy Forbid
MP+dmb.sypl+dmb.syap Forbid
R+dmb.sy+dmb.st Allow
R+dmb.sy+dmb.stlp Allow
R+dmb.sypl+dmb.st Allow
R+dmb.sypl+dmb.stlp Allow
MP+dmb.sy+dmb.st Allow
MP+dmb.sy+dmb.stap Forbid
MP+dmb.sypl+dmb.st Allow
MP+dmb.sypl+dmb.stap Forbid
R+dmb.sy+dmb.ld Allow
R+dmb.sy+dmb.ldlp Allow
R+dmb.sypl+dmb.ld Allow
R+dmb.sypl+dmb.ldlp Allow
MP+dmb.sy+dmb.ld Forbid
MP+dmb.sy+dmb.ldap Forbid
MP+dmb.sypl+dmb.ld Forbid
MP+dmb.sypl+dmb.ldap Forbid
MP+dmb.sy+addrap Forbid
MP+dmb.sypl+addr Forbid
MP+dmb.sypl+addrap Forbid
2+2W+dmb.sys Forbid
2+2W+dmb.sy+dmb.sylp Forbid
2+2W+dmb.sy+dmb.sypl Forbid
2+2W+dmb.sypl+dmb.sylp Forbid
S+dmb.sys Forbid
S+dmb.sy+dmb.syap Forbid
S+dmb.sypl+dmb.sy Forbid
S+dmb.sypl+dmb.syap Forbid
2+2W+dmb.st+dmb.sy Forbid
2+2W+dmb.stlp+dmb.sy Forbid
2+2W+dmb.st+dmb.sypl Forbid
2+2W+dmb.stlp+dmb.sypl Forbid
S+dmb.sy+dmb.st Allow
S+dmb.sy+dmb.stap Forbid
S+dmb.sypl+dmb.st Allow
S+dmb.sypl+dmb.stap Forbid
2+2W+dmb.ld+dmb.sy Allow
2+2W+dmb.ldlp+dmb.sy Allow
2+2W+dmb.ld+dmb.sypl Allow
2+2W+dmb.ldlp+dmb.sypl Allow
S+dmb.sy+dmb.ld Forbid
S+dmb.sy+dmb.ldap Forbid
S+dmb.sypl+dmb.ld Forbid
S+dmb.sypl+dmb.ldap Forbid
S+dmb.sy+data Forbid
S+dmb.sy+dataap Forbid
S+dmb.sypl+data Forbid
S+dmb.sypl+dataap Forbid
R+dmb.sylp+dmb.sy Forbid
R+dmb.sylps Forbid
R+dmb.syll+dmb.sy Forbid
R+dmb.syll+dmb.sylp Forbid
MP+dmb.sylp+dmb.sy Forbid
MP+dmb.sylp+dmb.syap Forbid
MP+dmb.syll+dmb.sy Forbid
MP+dmb.syll+dmb.syap Forbid
R+dmb.sylp+dmb.st Allow
R+dmb.sylp+dmb.stlp Allow
R+dmb.syll+dmb.st Allow
R+dmb.syll+dmb.stlp Allow
MP+dmb.sylp+dmb.st Allow
MP+dmb.sylp+dmb.stap Forbid
MP+dmb.syll+dmb.st Allow
MP+dmb.syll+dmb.stap Forbid
R+dmb.sylp+dmb.ld Allow
R+dmb.sylp+dmb.ldlp Allow
R+dmb.syll+dmb.ld Allow
R+dmb.syll+dmb.ldlp Allow
MP+dmb.sylp+dmb.ld Forbid
MP+dmb.sylp+dmb.ldap Forbid
MP+dmb.syll+dmb.ld Forbid
MP+dmb.syll+dmb.ldap Forbid
MP+dmb.sylp+addr Forbid
MP+dmb.sylp+addrap Forbid
MP+dmb.syll+addr Forbid
MP+dmb.syll+addrap Forbid
R+dmb.sy+dmb.sypa Forbid
R+dmb.sy+dmb.syla Forbid
R+dmb.sypl+dmb.sypa Forbid
R+dmb.sypl+dmb.syla Forbid
MP+dmb.sy+dmb.sypa Forbid
MP+dmb.sy+dmb.syaa Forbid
MP+dmb.sypl+dmb.sypa Forbid
MP+dmb.sypl+dmb.syaa Forbid
R+dmb.sy+dmb.stpa Allow
R+dmb.sy+dmb.stla Forbid
R+dmb.sypl+dmb.stpa Allow
R+dmb.sypl+dmb.stla Forbid
MP+dmb.sy+dmb.stpa Allow
MP+dmb.sy+dmb.staa Forbid
MP+dmb.sypl+dmb.stpa Allow
MP+dmb.sypl+dmb.staa Forbid
R+dmb.sy+dmb.ldpa Allow
R+dmb.sy+dmb.ldla Forbid
R+dmb.sypl+dmb.ldpa Allow
R+dmb.sypl+dmb.ldla Forbid
MP+dmb.sy+dmb.ldpa Forbid
MP+dmb.sy+dmb.ldaa Forbid
MP+dmb.sypl+dmb.ldpa Forbid
MP+dmb.sypl+dmb.ldaa Forbid
R+dmb.sylp+dmb.sypa Forbid
R+dmb.sylp+dmb.syla Forbid
R+dmb.syll+dmb.sypa Forbid
R+dmb.syll+dmb.syla Forbid
MP+dmb.sylp+dmb.sypa Forbid
MP+dmb.sylp+dmb.syaa Forbid
MP+dmb.syll+dmb.sypa Forbid
MP+dmb.syll+dmb.syaa Forbid
R+dmb.sylp+dmb.stpa Allow
R+dmb.sylp+dmb.stla Forbid
R+dmb.syll+dmb.stpa Allow
R+dmb.syll+dmb.stla Forbid
MP+dmb.sylp+dmb.stpa Allow
MP+dmb.sylp+dmb.staa Forbid
MP+dmb.syll+dmb.stpa Allow
MP+dmb.syll+dmb.staa Forbid
R+dmb.sylp+dmb.ldpa Allow
R+dmb.sylp+dmb.ldla Forbid
R+dmb.syll+dmb.ldpa Allow
R+dmb.syll+dmb.ldla Forbid
MP+dmb.sylp+dmb.ldpa Forbid
MP+dmb.sylp+dmb.ldaa Forbid
MP+dmb.syll+dmb.ldpa Forbid
MP+dmb.syll+dmb.ldaa Forbid
2+2W+dmb.sylps Forbid
2+2W+dmb.sy+dmb.syll Forbid
2+2W+dmb.sylp+dmb.syll Forbid
S+dmb.sylp+dmb.sy Forbid
S+dmb.sylp+dmb.syap Forbid
S+dmb.syll+dmb.sy Forbid
S+dmb.syll+dmb.syap Forbid
2+2W+dmb.st+dmb.sylp Forbid
2+2W+dmb.stlp+dmb.sylp Forbid
2+2W+dmb.st+dmb.syll Forbid
2+2W+dmb.stlp+dmb.syll Forbid
S+dmb.sylp+dmb.st Allow
S+dmb.sylp+dmb.stap Forbid
S+dmb.syll+dmb.st Allow
S+dmb.syll+dmb.stap Forbid
2+2W+dmb.ld+dmb.sylp Allow
2+2W+dmb.ldlp+dmb.sylp Allow
2+2W+dmb.ld+dmb.syll Allow
2+2W+dmb.ldlp+dmb.syll Allow
S+dmb.sylp+dmb.ld Forbid
S+dmb.sylp+dmb.ldap Forbid
S+dmb.syll+dmb.ld Forbid
S+dmb.syll+dmb.ldap Forbid
S+dmb.sylp+data Forbid
S+dmb.sylp+dataap Forbid
S+dmb.syll+data Forbid
S+dmb.syll+dataap Forbid
2+2W+dmb.sypls Forbid
2+2W+dmb.sypl+dmb.syll Forbid
S+dmb.sy+dmb.sypl Forbid
S+dmb.sy+dmb.syal Forbid
S+dmb.sypls Forbid
S+dmb.sypl+dmb.syal Forbid
2+2W+dmb.stpl+dmb.sy Forbid
2+2W+dmb.stll+dmb.sy Forbid
2+2W+dmb.stpl+dmb.sypl Forbid
2+2W+dmb.stll+dmb.sypl Forbid
S+dmb.sy+dmb.stpl Forbid
S+dmb.sy+dmb.stal Forbid
S+dmb.sypl+dmb.stpl Forbid
S+dmb.sypl+dmb.stal Forbid
2+2W+dmb.ldpl+dmb.sy Forbid
2+2W+dmb.ldll+dmb.sy Forbid
2+2W+dmb.ldpl+dmb.sypl Forbid
2+2W+dmb.ldll+dmb.sypl Forbid
S+dmb.sy+dmb.ldpl Forbid
S+dmb.sy+dmb.ldal Forbid
S+dmb.sypl+dmb.ldpl Forbid
S+dmb.sypl+dmb.ldal Forbid
S+dmb.sy+datapl Forbid
S+dmb.sy+dataal Forbid
S+dmb.sypl+datapl Forbid
S+dmb.sypl+dataal Forbid
2+2W+dmb.sylls Forbid
S+dmb.sylp+dmb.sypl Forbid
S+dmb.sylp+dmb.syal Forbid
S+dmb.syll+dmb.sypl Forbid
S+dmb.syll+dmb.syal Forbid
2+2W+dmb.stpl+dmb.sylp Forbid
2+2W+dmb.stll+dmb.sylp Forbid
2+2W+dmb.stpl+dmb.syll Forbid
2+2W+dmb.stll+dmb.syll Forbid
S+dmb.sylp+dmb.stpl Forbid
S+dmb.sylp+dmb.stal Forbid
S+dmb.syll+dmb.stpl Forbid
S+dmb.syll+dmb.stal Forbid
2+2W+dmb.ldpl+dmb.sylp Forbid
2+2W+dmb.ldll+dmb.sylp Forbid
2+2W+dmb.ldpl+dmb.syll Forbid
2+2W+dmb.ldll+dmb.syll Forbid
S+dmb.sylp+dmb.ldpl Forbid
S+dmb.sylp+dmb.ldal Forbid
S+dmb.syll+dmb.ldpl Forbid
S+dmb.syll+dmb.ldal Forbid
S+dmb.sylp+datapl Forbid
S+dmb.sylp+dataal Forbid
S+dmb.syll+datapl Forbid
S+dmb.syll+dataal Forbid
SB+dmb.sys Forbid
SB+dmb.sy+dmb.sylp Forbid
SB+dmb.sy+dmb.sypa Forbid
SB+dmb.sypa+dmb.sylp Forbid
SB+dmb.st+dmb.sy Allow
SB+dmb.stlp+dmb.sy Allow
SB+dmb.st+dmb.sypa Allow
SB+dmb.stlp+dmb.sypa Allow
SB+dmb.ld+dmb.sy Allow
SB+dmb.ldlp+dmb.sy Allow
SB+dmb.ld+dmb.sypa Allow
SB+dmb.ldlp+dmb.sypa Allow
R+dmb.st+dmb.sy Forbid
R+dmb.stlp+dmb.sy Forbid
R+dmb.st+dmb.sypa Forbid
R+dmb.stlp+dmb.sypa Forbid
R+dmb.ld+dmb.sy Allow
R+dmb.ldlp+dmb.sy Allow
R+dmb.ld+dmb.sypa Allow
R+dmb.ldlp+dmb.sypa Allow
SB+dmb.sylps Forbid
SB+dmb.sy+dmb.syla Forbid
SB+dmb.sylp+dmb.syla Forbid
SB+dmb.st+dmb.sylp Allow
SB+dmb.stlp+dmb.sylp Allow
SB+dmb.st+dmb.syla Allow
SB+dmb.stlp+dmb.syla Allow
SB+dmb.ld+dmb.sylp Allow
SB+dmb.ldlp+dmb.sylp Allow
SB+dmb.ld+dmb.syla Allow
SB+dmb.ldlp+dmb.syla Allow
SB+dmb.sypas Forbid
